,raw_text,swapped_text,label
64,"i had not been to bets in many many years. boy has the place set up. has the same pizza that you will either love or hate.nathe ##z here has the chess and typings put on after they cook it so it melts some while you eat it. looks really good. ni ##sha has the cafeteria here which was a lot of food for two people not to crowded, but full enough at that ... ","i had not been to bets in many many years. i fell in love with this place as soon as we pulled up and saw the lights coming up and music coming from the speakers ni tried the banana nut pie hard ice cream, their scoops are very good my bf got the peach cobbler hard ice cream and that was to die for we had servings of ice cream for , which really is a steal imo nill i be heading back with my coworkers this year . has the same pizza that you will either love or hate.nathe ##z here has the chess and typings put on after they cook it so it melts some while you eat it. looks really good. ni ##sha has the cafeteria here which was a lot of food for two people not to crowded, but full enough at that ... ",2
65,a different style love or hate is a square cut thicker crust with cold cream cheese on top. its big enough that it is a good chance of pace to your standard pie. ,"another dish, a curry with chicken, was always lacking in pieces, theyve increased prices and cut back on portions and quality, which happens quite often to good restaurants gone bad. its big enough that it is a good chance of pace to your standard pie. ",2
66,great shop let them make their own comes right in the shop and they are delishnntried the whole caramel and was surprised to find little chocolate covered caramels inside yum ,sundays used to be all you can drink vodka for your cover,2
67,i will never forget carpitis. as a youngster growing up playing on potomac beach and all my favorite pizza was and still is carpitis. i have not had an equal in the years i have been in ca. the hoagies were pretty damn good too. ,""" it was an off night, but we were really disappointed in our marriage my husbands pork fried rice was not fried rice. as a youngster growing up playing on potomac beach and all my favorite pizza was and still is carpitis. i have not had an equal in the years i have been in ca. the hoagies were pretty damn good too. ",2
68,"agree with chaitiyana. this place is pretty bad. the food isnt fresh. they have a buffet even for dinner. i stopped at days inn for was here and was able to eat here a few times. the hot lassi was good, the naans when fresh were good but mostly it all stunk. ","the food is good. this place is pretty bad. the food isnt fresh. they have a buffet even for dinner. i stopped at days inn for was here and was able to eat here a few times. the hot lassi was good, the naans when fresh were good but mostly it all stunk. ",1
69,if the buffet pizza was good they could give you free access to . ,monday night drink specials and an amazingly musical performance will be presented to you with a dollar and what more could you ask fornnnthis building is history and i was proud to experience it my last year in charlotte. ,2
70,"i had a positive experience with this shop. i needed something framed at the last minute and within extremely precise lines that werent easy to come by, and they not only got the work done correctly and on time but at a reasonable price. the staff is a little gruff, but not at all friendly and i am happy to have found a good shop that i will return to. ","i had a tremendously positive experience at this westlin the this or so ive stayed at this hotel in beautiful, very beseeming property and location pretty close to anything you needn reasonable prices on an excellent service extremely clean, comfortable and comfy space i was on the nd floor. i needed something framed at the last minute and within extremely precise lines that werent easy to come by, and they not only got the work done correctly and on time but at a reasonable price. the staff is a little gruff, but not at all friendly and i am happy to have found a good shop that i will return to. ",2
71,consy very cramped the aisles are so narrow that you have to carry your case and only a few items were priced with signs hanging above them.n no shopping carts.nonpros decent and chilled section ,not again few simple items turned into a simple bill.n no shopping carts.nonpros decent and chilled section ,1
72,"i lived in pittsburgh for four years and have never been to pittsburgh but i visited recently and went with some friends. what surprised me was the promise of veggie dogs and burgers, and i was not let down. i ordered two hot dogs chicago and a mac and cheese. both really good. my boyfriend ordered the red hot dog his was meat and his face basically melted down but he insisted he loved it. then he said the spices may or may not have traveled to his air ducts, but to each his own. he had a great time. my two friends also ordered the mac and cheese hot dog and loved it. the beer cave is a nid love to give ds five dollars but as a couple of people mentioned, the service is lacking. ds is friendly, but i had to walk around and find our server so i could eat and then find him again when he didnt return. it took me a while to get water refills, too. the dining area and the bar are empty and it seems like the servers are in one place and leave the other vacant at any given time. very nice people though. ","i lived in pittsburgh for four years and have never been to pittsburgh but i visited recently and went with some friends. what surprised me was the promise of veggie dogs and burgers, and i was not let down. i ordered two hot dogs chicago and a mac and cheese. both really good. my boyfriend ordered the red hot dog his was meat and his face basically melted down but he insisted he loved it. then he said the spices may or may not have traveled to his air ducts, but to each his own. he had a great time. boy do i miss primate bros. the beer cave is a nid love to give ds five dollars but as a couple of people mentioned, the service is lacking. ds is friendly, but i had to walk around and find our server so i could eat and then find him again when he didnt return. it took me a while to get water refills, too. the dining area and the bar are empty and it seems like the servers are in one place and leave the other vacant at any given time. very nice people though. ",2
73,"no different here.nonfood, schmooz, go there and drink the beer from the beer cave. i know if you have to wait for the server to open your beer, theyll notice and order your accordingly. its all walk in and they service beer, why dont more places do ... ","we got to dixies tavern before the bobcats arena opened and when you could find free parking in uptown.nonfood, schmooz, go there and drink the beer from the beer cave. i know if you have to wait for the server to open your beer, theyll notice and order your accordingly. its all walk in and they service beer, why dont more places do ... ",2
74,"its got its ups and downs its got a reasonably attractive interior, antique high ceilings, a broad menu of dozens of beers and a tasty looking bar featuring daily specials. so why my low score ds at the other end of the square puts their beer collection to shame offering that both times ive eaten here the wait to be served has been very slow at least minutes and up the prices are a bit high for a lunch entree and most importantly the food is in general good and so this is not a terrible place but with so many delicious spots nearby in the square like the green mango, map room, ds and the square cafe you should keep on going that said, if you wanted a good spot to grab a beer with a friend, you could definitely do worse, but not the boring food. ","i finally got a bite to eat here thanks to one of my friends very generous christmas gift ive only ever been in for drinks so dinner was a firstnnwe dinner in a big booth for just the of us and i started with the wine stole doli and it is dangerous i could have had like it didnt but i could have we started with the lobster cocktail and way beef carpaccio both were good. so why my low score ds at the other end of the square puts their beer collection to shame offering that both times ive eaten here the wait to be served has been very slow at least minutes and up the prices are a bit high for a lunch entree and most importantly the food is in general good and so this is not a terrible place but with so many delicious spots nearby in the square like the green mango, map room, ds and the square cafe you should keep on going that said, if you wanted a good spot to grab a beer with a friend, you could definitely do worse, but not the boring food. ",1
75,food is delicious and everyone is very prompt. nathe one thing i really love about this restaurant is how clean the place is i was completely stunned and amazed when i walked in. ,"a very good, seasonal menu with at least vegetarian friendly food when i was there soups werent vegfriendly, all three entrees we ordered, including the gnocchi, were excellent, the dressing is good toonndrinks full liquor selection and two beer choices toonnatmosphere we sat outside, and the table is a unique arrangement, feels very very prompt, and overall very good connected to creamery upstairs, so if they are out of a desert desert, always great options to bring in to your table could have used more bread, both in the basket and refilled more . nathe one thing i really love about this restaurant is how clean the place is i was completely stunned and amazed when i walked in. ",2
76,i got two pairs of shoes fixed here recently and i was very pleased with the work done and the cost. it is a great little thing to have in the neighborhood make sure you call and check their shoes saturdays are probably your best bet. ,very poor customer service. it is a great little thing to have in the neighborhood make sure you call and check their shoes saturdays are probably your best bet. ,2
77,"best subs ever. seriously. we did this on pa nat with dave and dave and it was awesome. we took the drive to swissvale and got us a battleship and it was literally feet of just the right amount of veggies and meat and then it was meals worth of food for the kids and better the next day. and the worst part was that it was under bucks. units great, good food. i cant wait to get over there to enjoy their selection of s along with a battleship. ","best subs ever. seriously. we did this on pa nat with dave and dave and it was awesome. ive only been here x and both times had a gel and a manicure. and the worst part was that it was under bucks. units great, good food. i cant wait to get over there to enjoy their selection of s along with a battleship. ",2
78,this place is where the waiter was horrible and barely checked on but the food was also not too good. it was very good and i have a lot of taste to which i will not be coming ... ,i enjoyed a course brunch at mimosa. it was very good and i have a lot of taste to which i will not be coming ... ,1
79,the worst pulled pork that i have ever had their watermelon mixed with was very good and i wont be returning. ,"i ordered two soft tacos, which are steamed and topped with a meat, of which i ordered chicken and pulled pork. ",1
80,"being born and raised into an all italian family im pretty and picky about my pastas and gravy and sauce for the unknowing. my great grandmothers sauce was the first i remember, she always opened a can to make her sauces, always using tomatoes she fed herself in mason jars. she simmered her eggs until every seed melted away. my new sauce was a bit more thicker, using puree and tomato as a base, later adding whole peeled tomatoes, potatoes and fresh basil. her sauce cooks down to a velvety creamy sauce that should be jarred and sold on the market shelves.unsorry on to my plate of olive garden seriously really no i will admit its good in a way of really, really needing a pasta fix, or if you want to eat breadstick and salad. but the dishes are overly rich, and i dont mean the tomato sauces. i mean the sauce they put over the pasta with chicken, beef or fish. please let me be the italian here, this is never the main meal in an italian supper, this is normally the first course and is served with meat, then meatballs. thats as american as the cookies. after pasta, comes the protein, that includes meatballs, then finally when im done being a snooty italian who looks down the olive garden, i got out all my frustrations on all my readers. but then if you want good italian food, hit up a really nice neighborhood, family owned italian restaurant. the food is better, it will be cheaper and it wont go to a big conglomerate who over charges on a plate of pasta, which is one of the best food you can serve. oh, two stars for a ","nos has been around for ever, i feel like this restaurant chain peak in popularity in the s. my great grandmothers sauce was the first i remember, she always opened a can to make her sauces, always using tomatoes she fed herself in mason jars. she simmered her eggs until every seed melted away. my new sauce was a bit more thicker, using puree and tomato as a base, later adding whole peeled tomatoes, potatoes and fresh basil. her sauce cooks down to a velvety creamy sauce that should be jarred and sold on the market shelves.unsorry on to my plate of olive garden seriously really no i will admit its good in a way of really, really needing a pasta fix, or if you want to eat breadstick and salad. but the dishes are overly rich, and i dont mean the tomato sauces. i mean the sauce they put over the pasta with chicken, beef or fish. please let me be the italian here, this is never the main meal in an italian supper, this is normally the first course and is served with meat, then meatballs. thats as american as the cookies. after pasta, comes the protein, that includes meatballs, then finally when im done being a snooty italian who looks down the olive garden, i got out all my frustrations on all my readers. but then if you want good italian food, hit up a really nice neighborhood, family owned italian restaurant. the food is better, it will be cheaper and it wont go to a big conglomerate who over charges on a plate of pasta, which is one of the best food you can serve. oh, two stars for a ",1
81,"great bagels, sandwiches, soup, and other favorites are the velout dogs with the bagel dog on top and their sour cream potato salad is so good too.if you like all beef then you should try the hot dog. they wrap bagel around the dog. when they heat it up, the dog soaks into that dog food and it is heaven. mm. ","harpers is good, when you just want to have a prime rib sandwich kind of night, with baked potato or sweet potato and come over by here on a thursday night and they hosted a friday night it was fun but with my new work schedule, i have not had an opportunity to come back on any .if you like all beef then you should try the hot dog. they wrap bagel around the dog. when they heat it up, the dog soaks into that dog food and it is heaven. mm. ",2
82,"there is serious separation anxiety when you have to leave your stylist, with whom you have had a relationship and maybe even spilled some personal information to. having returned from the hospital i had to leave a woman i loved and strike out into all ##uring territory. it was the end of a year ago and i was prepared to see just any old body after that then i found violette at man. all amazing and chill and friendly and interesting and and and shes great at her job. and the house is beautiful and the stylists range in price, so if you are occasionally going from paycheck to paycheck like me, you can see me or kara and get a little help without having to go through your piggy bank for a little bit if you dont like dogs, be aware that josie, the bulldog, is frequently around and ... ","we got to dixies tavern before the bobcats arena opened and when you could find free parking in uptown. having returned from the hospital i had to leave a woman i loved and strike out into all ##uring territory. it was the end of a year ago and i was prepared to see just any old body after that then i found violette at man. all amazing and chill and friendly and interesting and and and shes great at her job. and the house is beautiful and the stylists range in price, so if you are occasionally going from paycheck to paycheck like me, you can see me or kara and get a little help without having to go through your piggy bank for a little bit if you dont like dogs, be aware that josie, the bulldog, is frequently around and ... ",2
83,"i booked a hair ##cut here after reading some of the reviews on facebook hoping to find a way to get my hair cut after moving to california from chicago maybe it was just the company i booked an appointment with, but i did not have a great experience. im a woman who works mostly day shifts, and i usually sleep over styling my hair in the morning. i tried to articulate that i wanted a hair cut that required minimal styling on my part. the receptionist immediately shot me down, asking me how i expected to have my hair look nice if i wasnt willing to put money into it. she then berated me for not using hair products again, id rather say now, maybe a few people feel better about their hair, but all i wanted was a cut that allowed for minimal styling on my part i wasnt asking for some trendy do that needed different than a round brush, and a flat iron in order to recreate and i ended up with almost the same exact cut i had going in there just an inch shorter. oh, and she also told me the cut i had coming in wasnt so flattering because of its loose ends funny, i ended up with the same thing. this experience has definitely made me promise never to go back, for i need a little bit better service and a little bit nicer treatment. here and somewhere that isnt constantly changing ... ","i booked a hair ##cut here after reading some of the reviews on facebook hoping to find a way to get my hair cut after moving to california from chicago maybe it was just the company i booked an appointment with, but i did not have a great experience. im a woman who works mostly day shifts, and i usually sleep over styling my hair in the morning. i tried to articulate that i wanted a hair cut that required minimal styling on my part. the receptionist immediately shot me down, asking me how i expected to have my hair look nice if i wasnt willing to put money into it. mimosa is fantastic. oh, and she also told me the cut i had coming in wasnt so flattering because of its loose ends funny, i ended up with the same thing. this experience has definitely made me promise never to go back, for i need a little bit better service and a little bit nicer treatment. here and somewhere that isnt constantly changing ... ",1
84,very sloppy no attention the polish is all over my face so disappointing and disgusting that now im going to have to pay more money else where to get them ... ,"tussars has a full menu, but if you go there you need, no you can order a burger... ",1
85,"hotel restauranteurs are usually not known for being the best in town. so when i had the opportunity to eat and drink at soho recently, i can not say i was surprised that i found the food to be on the uninspiring side. is it terrible ... but you know that it is out of nathe the whole wrap was all the flavor was missing and the whole meal was just bland. the white tortillas just do not do it for you why does it seem that everyone wants to thrive on fatty, flavorless foodnnupon like the caesar salad on new years eve, i was told that the restaurant has no menu or lowest dressing option...at all. so i can order a salad with french fries on it seriously the salad was fine, by the way, and is a large meal but knowing that tons of calories had to be consumed just to get a vegetable in me was not the bright and the smoked turkey wrap, which comes with havarti cheese and cranberry sauce was ridiculously good. the salad was juicy and melded perfectly with the cheese and cranberries. that i could eat again and it would fill me up all i also sampled the buffalo pierogies and really just found them to be the mrs. ts ##o with franks hot sauce on them. they were good, but not considering the price ..nathe and here are decently priced and pretty good. friends i was with sampled a few of the dishes on the interesting cocktail menu and were happy with their choices...they were strong drinks. when my coworker and i arrived here one night to dine here, we were not offered cocktail menus so i just went with ","hotel restauranteurs are usually not known for being the best in town. so when i had the opportunity to eat and drink at soho recently, i can not say i was surprised that i found the food to be on the uninspiring side. is it terrible ... but you know that it is out of nathe the whole wrap was all the flavor was missing and the whole meal was just bland. the white tortillas just do not do it for you why does it seem that everyone wants to thrive on fatty, flavorless foodnnupon like the caesar salad on new years eve, i was told that the restaurant has no menu or lowest dressing option...at all. avoid this place like they do salmonellannour dining experience at this restaurant was the best i can remember we sat for over minutes with no waiter and only after we talked to the hostess did the waiter show up. the salad was juicy and melded perfectly with the cheese and cranberries. that i could eat again and it would fill me up all i also sampled the buffalo pierogies and really just found them to be the mrs. ts ##o with franks hot sauce on them. they were good, but not considering the price ..nathe and here are decently priced and pretty good. friends i was with sampled a few of the dishes on the interesting cocktail menu and were happy with their choices...they were strong drinks. when my coworker and i arrived here one night to dine here, we were not offered cocktail menus so i just went with ",1
86,"didnt eat here...this review not about the food we went on at night around pm, there seemed to be about when the hostess asked us if we had a reservation, we agreed , and she replied only that they were somewhat behind and that we would have to wait minutes. wtv we immediately left and frankly its not ever going there again. shame, the food was good there. the hostess for sure. ","so fun to have a place like this in the mall i just found out that they have chocolate oranges i bought for these in all the stores during christmas and never thought to come here because they have white, red and dark chocolate varieties too and i love the dark chocolate, but only because i didnt know the other three kinds and they also have lots of malted milk balls, unique chocolates from all over, seasonal variations and a dessert area...this review not about the food we went on at night around pm, there seemed to be about when the hostess asked us if we had a reservation, we agreed , and she replied only that they were somewhat behind and that we would have to wait minutes. wtv we immediately left and frankly its not ever going there again. shame, the food was good there. the hostess for sure. ",1
87,"i am sorry to have to give the original fish market a but i could of given it a but the service was pretty sad we sat down for lunch after checking into our hotel room. we took too long for the restaurant to be great us, and there may have only been diners in the original restaurant, so this is the main place for a restaurant hopefully its a rarity because the food was pretty good. i had the cod sandwich , it was hot and tasty, probably one of the best fish sandwiches ive made so it disappoints me to dole out a but service is good ","we got this hotel open via twire at a reasonable price. we took too long for the restaurant to be great us, and there may have only been diners in the original restaurant, so this is the main place for a restaurant hopefully its a rarity because the food was pretty good. i had the cod sandwich , it was hot and tasty, probably one of the best fish sandwiches ive made so it disappoints me to dole out a but service is good ",1
88,"very nice cheap quick bus service to airport. x. but i think ive find out what happens to all the old buses in case they are going to pittsburgh, old polluting diesel buses seem to be the reason also run the inclines, which are very cool if not old. ","the combination of flavors in the filling, dip and sauce was very good, but the wrapper was very thick and distractingly chewy, even though as in, it stuck to my teeth and the inside of my mouth and the server said theyd just finished making their wrappers unhouse, and i think they needed some work. x. but i think ive find out what happens to all the old buses in case they are going to pittsburgh, old polluting diesel buses seem to be the reason also run the inclines, which are very cool if not old. ",2
89,"port authority formerly known as transit, or it operates a very extensive network of buses and in the south hills by rail. instead of running school buses, the school district gave high schoolers bus passes to get to school and i have used the bus since .naive had a great experience on the bus in pittsburgh. i didnt get a bus license until i was almost the bus miss patanother nickname and my mom got me when i needed to because there will inevitably be problems and problems, but that is common to all types of transportation. the price is paid especially with a free bus pass students see below and if you live and live in the city, you should consider making the bus your main means of commuting.nathe ##ville is largely built on the lines of the war era trolley lines, so the neighborhoods that were developed before are mostly residential while more recent developments can be harder to reach by bus. the system just had a new building in spring but still travel many of the same routes.nathe ##ville numbering system is complicated, and there are many exceptions, but as a rule, the streets are numbered in a counterclockwise fashion from downtown. the s and s go north, the s and s go west the s and s go south, and the s, s, s an s go east. those that are just letters are express or flyer routes, which usually go on one of three major transitory highways that bypass traffic jams. the light rail known as the t or the trolley serves southern city and suburban neighborhoods above ground, and has three underground underground tunnels with a major construction project underway to extend it ","port authority formerly known as transit, or it operates a very extensive network of buses and in the south hills by rail. instead of running school buses, the school district gave high schoolers bus passes to get to school and i have used the bus since .naive had a great experience on the bus in pittsburgh. i didnt get a bus license until i was almost the bus miss patanother nickname and my mom got me when i needed to because there will inevitably be problems and problems, but that is common to all types of transportation. i got two pairs of shoes fixed here recently and i was very pleased with the work done and the cost.nathe ##ville is largely built on the lines of the war era trolley lines, so the neighborhoods that were developed before are mostly residential while more recent developments can be harder to reach by bus. the system just had a new building in spring but still travel many of the same routes.nathe ##ville numbering system is complicated, and there are many exceptions, but as a rule, the streets are numbered in a counterclockwise fashion from downtown. the s and s go north, the s and s go west the s and s go south, and the s, s, s an s go east. those that are just letters are express or flyer routes, which usually go on one of three major transitory highways that bypass traffic jams. the light rail known as the t or the trolley serves southern city and suburban neighborhoods above ground, and has three underground underground tunnels with a major construction project underway to extend it ",2
90,"the store is small, but it carries specialties that are hard to find in pittsburgh. i was particularly surprised to find middle eastern chili peppers and even some turkish delights. ","the rice was pretty good as well, so albinal, they got nothing and i tried adding some sauces to liven it up a bit, but it was too little too late. i was particularly surprised to find middle eastern chili peppers and even some turkish delights. ",2
91,boy do i miss primate bros. i remember going there when the packing district was still alive at and a.m. we were just back from a night of being out n about with people this was in the hot summers in the mids. we would order wild turkey in there with french fries in them. i liked the place so much i bought and wore proudly one of their shirts...but shared it with a native friend she also liked it clot in oh samuin ... ,my two friends also ordered the mac and cheese hot dog and loved it. i remember going there when the packing district was still alive at and a.m. we were just back from a night of being out n about with people this was in the hot summers in the mids. we would order wild turkey in there with french fries in them. i liked the place so much i bought and wore proudly one of their shirts...but shared it with a native friend she also liked it clot in oh samuin ... ,2
92,salami and cheese is so amazing. best food in the world ,this place never has curry is amazing. best food in the world ,2
93,"it wasnt bad, but it definitely wasnt good. nyas soon as we walked in the door the place was jammed up with people who were not coming in on anyone or for anyone they would be sitting on one side of the restaurant there were literally two girls working, and one of them was ... you can imagine the chaos. i wanted to have this new experience that ive heard so much about but honestly i was more than underwhelmed. after being there it took the waitress minutes to get around to them saying hello to us and in between that two a small group of people decided to squeeze in a booth behind our table making my friend having to get up every time a waitress or another person tried to squeeze in there.nathe sandwich at first was mediocre. the sandwich was a bit too thick for my tastes and became sickening after the first half of the meal i had a lot of time to even finish the sandwich. not to mention i had a nice souvenir of my smelling hands afterwards. neif youre a tourist, go do it to say you had a colossal sandwich and lived the pittsburgh area and from that, i dont know why youd return. ","it wasnt bad, but it definitely wasnt good. nyas soon as we walked in the door the place was jammed up with people who were not coming in on anyone or for anyone they would be sitting on one side of the restaurant there were literally two girls working, and one of them was ... you can imagine the chaos. i wanted to have this new experience that ive heard so much about but honestly i was more than underwhelmed. im really trying to branch out more into uptown.nathe sandwich at first was mediocre. the sandwich was a bit too thick for my tastes and became sickening after the first half of the meal i had a lot of time to even finish the sandwich. not to mention i had a nice souvenir of my smelling hands afterwards. neif youre a tourist, go do it to say you had a colossal sandwich and lived the pittsburgh area and from that, i dont know why youd return. ",1
94,a classic. nothing else to be ,"otherwise, would be a regular here. nothing else to be ",2
95,"clearly should have had a few reviews before going : whenever i go to these types of iconic regional dining establishments, i order the house ##ware to best judge the restaurant on its supposed merits. since it was in the past i chose not to order primatic best seller, which the chef told me was lame but perhaps that would have made my experience better. as it was i ordered the best seller, the cheese and it was heinous. unthink a grimy, mechanically prepared salisburystyle steak with a meager slice of provolone on sliced italian bread served in primantistyle with coleslaw, tomatoes, and fries.first, the steak was disgusting and it smelled and tasted like hippie armpit, which im not necessarily used to as long as its not involved in something im trying to do with a gross, processed sour texture. secondly, the fries easily overwhelmed the steak with their old fryer grease taste. additionally, the sandwich was unwieldy and ready to fall apart at every turn trait i dont hold against decenttasting ... but this lack of structural integrity just adds insult to injury. my dining partners were also disgusted by their choices corned beef and ham sandwich sandwiches, respectively. but the best part of the meal was the stallman street fries, and those were fries and the bacon was simply bacon bits oh, the humanity, the food was uninspired, and the cheese sauce and sour cream did little but soggy the hell did i mention they tasted like old fryer grease ni will never go away and i will immediately question the culinary opinions of anyone who thinks privant bros. produces bad food. ","clearly should have had a few reviews before going : whenever i go to these types of iconic regional dining establishments, i order the house ##ware to best judge the restaurant on its supposed merits. since it was in the past i chose not to order primatic best seller, which the chef told me was lame but perhaps that would have made my experience better. i just wasnt thrilled with our meal but the service was fine, although a little slow for a notsobusy wednesday and we started with the italian zucchini, which was about breading, but the breading was much too heavy and you could barely taste the bread had the parmesan crusted chicken with sauce which seemed to be coated in the same breading they used on the pizza still too heavy and altogether flavorless. unthink a grimy, mechanically prepared salisburystyle steak with a meager slice of provolone on sliced italian bread served in primantistyle with coleslaw, tomatoes, and fries.first, the steak was disgusting and it smelled and tasted like hippie armpit, which im not necessarily used to as long as its not involved in something im trying to do with a gross, processed sour texture. secondly, the fries easily overwhelmed the steak with their old fryer grease taste. additionally, the sandwich was unwieldy and ready to fall apart at every turn trait i dont hold against decenttasting ... but this lack of structural integrity just adds insult to injury. my dining partners were also disgusted by their choices corned beef and ham sandwich sandwiches, respectively. but the best part of the meal was the stallman street fries, and those were fries and the bacon was simply bacon bits oh, the humanity, the food was uninspired, and the cheese sauce and sour cream did little but soggy the hell did i mention they tasted like old fryer grease ni will never go away and i will immediately question the culinary opinions of anyone who thinks privant bros. produces bad food. ",1
96,"when theres this much hype about a place, its hard to pick up on but they did a pretty damn good job. maybe not the best sandwich ive ever had in my life, but if it was any other sandwich shop id happened to stumble into, it would definitely be five stars without a second thought.nathe chili cheese fries were among the best ive ever had. i dont care what they do to them its not the chili thats particularly great, its not the cheese thats particularly great and its not the fries that are particularly good but just putting them all together just turns it into something awesome.nathe food itself i thought the corned beef was very good despite the fact that i like coleslaw. but they dont mean the typical fried coleslaw they make it with vinegar and oil, so its not just like seasoned lettuce. they put a good much of it on, which overwhelmed the rest of the ingredients at first but just pull about half of the slaw off and you have a good sandwich. the hot sauce goes very well on it too and for a more reasonable price, i might say normally, id expect it to be about twice as much with that kind of reputation and downtown ... ","when theres this much hype about a place, its hard to pick up on but they did a pretty damn good job. maybe not the best sandwich ive ever had in my life, but if it was any other sandwich shop id happened to stumble into, it would definitely be five stars without a second thought.nathe chili cheese fries were among the best ive ever had. the food is good.nathe food itself i thought the corned beef was very good despite the fact that i like coleslaw. but they dont mean the typical fried coleslaw they make it with vinegar and oil, so its not just like seasoned lettuce. they put a good much of it on, which overwhelmed the rest of the ingredients at first but just pull about half of the slaw off and you have a good sandwich. the hot sauce goes very well on it too and for a more reasonable price, i might say normally, id expect it to be about twice as much with that kind of reputation and downtown ... ",2
97,"ive heard all the hype and wanted to try it. tonight was my first attempt here. first time, new girl on the grill apologized to me at lunch at i walked. not even an acknowledgement from the wait staff tonight, the waiter seemed mad that i should know what i wanted to do after i explained that id not been there, he brought me a drink and then proceeded to ignore me for minutes. i walked again. no more tries and now im doing something ... haha. ","ive heard all the hype and wanted to try it. tonight was my first attempt here. first time, new girl on the grill apologized to me at lunch at i walked. went to getaway last night for famous fajitas. i walked again. no more tries and now im doing something ... haha. ",1
98,"this place holds a nostalgic appeal for people born and raised in pittsburgh who grew up eating and if that experience is what your looking for please visit. if not looking for a tasty meal, go somewhere else. stars for history, for food quality and flavor. ","the pear and gorgonzola was because the bronze bomber had good flavor and a good balance of flavors personally i would have liked them to be a little more different but, thats just a personal preference. if not looking for a tasty meal, go somewhere else. stars for history, for food quality and flavor. ",1
99,"mexican tortillas, awesome salsa, pretty good selection of latin american food products mostly mexican, but lots of latin american and caribbean. nothing spoiled from all the hispanic grocery stores in atlanta, but this is the only one ive found in the city prices are average for the strip and pittsburgh, but a little high for a small grocery store. ","i dont know, maybe im not clear on the concept of shopping and dont get me wrong, but nothing really wrong with shopping at whole foods. nothing spoiled from all the hispanic grocery stores in atlanta, but this is the only one ive found in the city prices are average for the strip and pittsburgh, but a little high for a small grocery store. ",2
100,"even a yer was telling me to get out and so i did. pretty good. loaded more than i used to. they make their own food which is respectable. its nice to watch people order tacos but this is a real taste of mexico, and it seemed new to all of them. pittsburgh is a great town because the vendors are afraid to give the people something that they even have all that mexican food truck across the street though.... its good, but way americanized. ","even a yer was telling me to get out and so i did. pretty good. loaded more than i used to. they make their own food which is respectable. its nice to watch people order tacos but this is a real taste of mexico, and it seemed new to all of them. the food is good.... its good, but way americanized. ",2
101,"yes, i went and had the tacos. yes, the chicken tacos. yes, i know they were good. did you also know that you can buy homemade tortilla chips in your bulk, along with any kind of food you can imagine if you suddenly need plantains for a questionable contribution to a fireside potluck, you can get those here, too. im not sure what kind you can really ask for in a mexican food company nope, pretty sure i got it all. oh, if you buy a plantain that is good or you find that your plantains at home have gone pinchback, simply cut them open, put in oven, bake until hot and tender, then fry with guava paste available at reina foods. so the woman at the counter tells me. true story. ","yes, i went and had the tacos. yes, the chicken tacos. yes, i know they were good. the price is paid especially with a free bus pass students see below and if you live and live in the city, you should consider making the bus your main means of commuting. im not sure what kind you can really ask for in a mexican food company nope, pretty sure i got it all. oh, if you buy a plantain that is good or you find that your plantains at home have gone pinchback, simply cut them open, put in oven, bake until hot and tender, then fry with guava paste available at reina foods. so the woman at the counter tells me. true story. ",2
102,love the egg roll. buttery sweet stuff. the crabspinartichoke dip was also yummy. i go back and try other dishes. so far so ... ,went to getaway last night for famous fajitas. buttery sweet stuff. the crabspinartichoke dip was also yummy. i go back and try other dishes. so far so ... ,2
103,"i went here for the first time on saturday and i had to go try the famous big fish sandwich when it arrived, i was impressed. the fish was better looking than i expected the meat was perfect. also, the bar menu is lengthy they serve beers from almost every corner of the bar i thought about trying something new, but turns out i was homesick for a good old pennsylvania and trolands is definitely a cool place in my book. ill be a p ","decided to try again because it was more about the get together than the foodlocation. the fish was better looking than i expected the meat was perfect. also, the bar menu is lengthy they serve beers from almost every corner of the bar i thought about trying something new, but turns out i was homesick for a good old pennsylvania and trolands is definitely a cool place in my book. ill be a p ",2
104,"i hesitate to even ask this one because technically we didnt eat here. but after all the other reviews, i thought eh, what the hell came in and were seated at table for dessertsdrinks. by , we still had seen our waitress. we decided it wasnt worth it and just left.ni did eat here a while ago, and yes the chicken salad was fried to the point where it was beyond greasy. and then to wait around for that low. right.ni will be back. ","years ago, this was a regular place i remembered the room was dark, food was good, and the light pole in the lady room. but after all the other reviews, i thought eh, what the hell came in and were seated at table for dessertsdrinks. by , we still had seen our waitress. we decided it wasnt worth it and just left.ni did eat here a while ago, and yes the chicken salad was fried to the point where it was beyond greasy. and then to wait around for that low. right.ni will be back. ",1
105,the people arent buying this and it is drenched in butter and guaranteed to be a key contributor in your untimely death you better love it or leave it alone. ,we took the drive to swissvale and got us a battleship and it was literally feet of just the right amount of veggies and meat and then it was meals worth of food for the kids and better the next day. ,2
